fact_id,dataset_id,record_id,yearbook_year,statistical_year_start,statistical_year_end,institution,topic,dimension_label,metric,metric_path,numeric_value,text_value,value_kind,unit,source_row,source_column,quality_flag
fact_a67378e97d8fa5ffc1f4caee,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,件,对公安机关/监督立案/件,16385,16385,number,,6,2,auto_extracted
fact_02abc7c8acd6e55590aa805d,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,人,对公安机关/监督立案/人,20934,20934,number,,6,3,auto_extracted
fact_47e2e56856d8b6e5c95c7f31,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,件,对公安机关/监督撤案/件,15146,15146,number,,6,4,auto_extracted
fact_4de98ddcfb3a6af5b5d55fe1,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,人,对公安机关/监督撤案/人,18352,18352,number,,6,5,auto_extracted
fact_097d2f24165c858bbe5efb9f,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,件,对行政执法机关/建议移送案件/件,5106,5106,number,,6,6,auto_extracted
fact_1e75666d89a0a6862a0c67e3,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,人,对行政执法机关/建议移送案件/人,6091,6091,number,,6,7,auto_extracted
fact_4cfaa5c337333193f80b0c4e,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,件,对行政执法机关/已移送案件/件,4671,4671,number,,6,8,auto_extracted
fact_6c4f55a9e4723f95281097ff,dataset_0026173c3951db66daf1b873,record_04d9f9c2b2ca3581a33f2cb2,2020,2019,2019,人民检察院,procuratorate,合计,人,对行政执法机关/已移送案件/人,5596,5596,number,,6,9,auto_extracted
fact_fdd5b2e1fa4ce73b4eb26428,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,件,对公安机关/监督立案/件,1271,1271,number,,7,2,auto_extracted
fact_82b0d33431e396a1eb7e4fb5,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,人,对公安机关/监督立案/人,1335,1335,number,,7,3,auto_extracted
fact_06234e982249a151942d6524,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,件,对公安机关/监督撤案/件,966,966,number,,7,4,auto_extracted
fact_454f9de0c336d8e4df17eecc,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,人,对公安机关/监督撤案/人,1019,1019,number,,7,5,auto_extracted
fact_699f00706e0f7507a55cccfc,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,件,对行政执法机关/建议移送案件/件,108,108,number,,7,6,auto_extracted
fact_0bcc0e0a2afd17fb470f3640,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,人,对行政执法机关/建议移送案件/人,127,127,number,,7,7,auto_extracted
fact_3436c40e7953f6da40b400f1,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,件,对行政执法机关/已移送案件/件,95,95,number,,7,8,auto_extracted
fact_b799df629b6d4bbff5320b20,dataset_0026173c3951db66daf1b873,record_ffbb75543da9c9c9e50d4eed,2020,2019,2019,人民检察院,procuratorate,危害公共安全案,人,对行政执法机关/已移送案件/人,111,111,number,,7,9,auto_extracted
fact_94632268ad3f4b73673f1629,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,件,对公安机关/监督立案/件,2189,2189,number,,8,2,auto_extracted
fact_665f3fb51482fab5aa3d6def,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,人,对公安机关/监督立案/人,2987,2987,number,,8,3,auto_extracted
fact_f8301ee7fe6487ef900cdd38,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,件,对公安机关/监督撤案/件,3148,3148,number,,8,4,auto_extracted
fact_5e37540bf70a06b2932d47b0,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,人,对公安机关/监督撤案/人,3718,3718,number,,8,5,auto_extracted
fact_b8488e127d351eacff7bed83,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,件,对行政执法机关/建议移送案件/件,2187,2187,number,,8,6,auto_extracted
fact_395fb6cd32cc4097956c5cb6,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,人,对行政执法机关/建议移送案件/人,2602,2602,number,,8,7,auto_extracted
fact_5af72b279ebe1e9821d1728a,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,件,对行政执法机关/已移送案件/件,2017,2017,number,,8,8,auto_extracted
fact_6ac148f3582ca0bccf88fc54,dataset_0026173c3951db66daf1b873,record_d8245d6aa8885c3b762aa31c,2020,2019,2019,人民检察院,procuratorate,破坏社会主义市场经济秩序案,人,对行政执法机关/已移送案件/人,2418,2418,number,,8,9,auto_extracted
fact_0629ba4fa8a0deb9739fabaf,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,件,对公安机关/监督立案/件,1817,1817,number,,9,2,auto_extracted
fact_4984115a54021c1cb2127aa5,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,人,对公安机关/监督立案/人,2261,2261,number,,9,3,auto_extracted
fact_f281757cddeb398392c30020,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,件,对公安机关/监督撤案/件,1629,1629,number,,9,4,auto_extracted
fact_af14ef5f2c8b1cc80c324c31,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,人,对公安机关/监督撤案/人,1862,1862,number,,9,5,auto_extracted
fact_c4c4c1f7acdec899f81a7c3a,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,件,对行政执法机关/建议移送案件/件,25,25,number,,9,6,auto_extracted
fact_eecf4cb0cd603affab291433,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,人,对行政执法机关/建议移送案件/人,29,29,number,,9,7,auto_extracted
fact_45fbc960e3e948120314de68,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,件,对行政执法机关/已移送案件/件,24,24,number,,9,8,auto_extracted
fact_39a75e1538fb762ec33e88b1,dataset_0026173c3951db66daf1b873,record_e1536b3d794be14da5e43605,2020,2019,2019,人民检察院,procuratorate,侵犯公民人身、民主权利案,人,对行政执法机关/已移送案件/人,28,28,number,,9,9,auto_extracted
fact_4b1a8d63ca3f8fea441ec7ae,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,件,对公安机关/监督立案/件,4993,4993,number,,10,2,auto_extracted
fact_69ff58c4a3fae549b010d1ee,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,人,对公安机关/监督立案/人,5957,5957,number,,10,3,auto_extracted
fact_074746019921cb27853eb676,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,件,对公安机关/监督撤案/件,6155,6155,number,,10,4,auto_extracted
fact_352049395c89f357d5137db3,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,人,对公安机关/监督撤案/人,7382,7382,number,,10,5,auto_extracted
fact_75b6ba1596498d590766d46e,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,件,对行政执法机关/建议移送案件/件,834,834,number,,10,6,auto_extracted
fact_2909c589b271274f886f2b3f,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,人,对行政执法机关/建议移送案件/人,961,961,number,,10,7,auto_extracted
fact_416d5fe07c57de6d7ca4a56c,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,件,对行政执法机关/已移送案件/件,743,743,number,,10,8,auto_extracted
fact_5f2d325682b35238e425d405,dataset_0026173c3951db66daf1b873,record_30022a6147f6ca2a850c31fd,2020,2019,2019,人民检察院,procuratorate,侵犯财产案,人,对行政执法机关/已移送案件/人,856,856,number,,10,9,auto_extracted
fact_bc63bfa1ea3ce0da9b4a84ca,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,件,对公安机关/监督立案/件,6110,6110,number,,11,2,auto_extracted
fact_008f16579e6cf80c1be10343,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,人,对公安机关/监督立案/人,8387,8387,number,,11,3,auto_extracted
fact_8b6d6ba4959020e720238a44,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,件,对公安机关/监督撤案/件,3243,3243,number,,11,4,auto_extracted
fact_d6484265b767ffe6f761f0ac,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,人,对公安机关/监督撤案/人,4366,4366,number,,11,5,auto_extracted
fact_baefb23514d9d9aff11fdea0,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,件,对行政执法机关/建议移送案件/件,1951,1951,number,,11,6,auto_extracted
fact_b3e1287f5bc7d8a486b3a5e0,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,人,对行政执法机关/建议移送案件/人,2371,2371,number,,11,7,auto_extracted
fact_a03da58808ffb6e41a2e3d9d,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,件,对行政执法机关/已移送案件/件,1790,1790,number,,11,8,auto_extracted
fact_d7635ace62d127ee52b10bcf,dataset_0026173c3951db66daf1b873,record_8c9ab414f89b3b0dbfecd642,2020,2019,2019,人民检察院,procuratorate,妨害社会管理秩序案,人,对行政执法机关/已移送案件/人,2181,2181,number,,11,9,auto_extracted
fact_477aa3ad92eade3532de8b26,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,件,对公安机关/监督立案/件,5,5,number,,12,2,auto_extracted
fact_f885de2ee477e16e73790a57,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,人,对公安机关/监督立案/人,7,7,number,,12,3,auto_extracted
fact_fc31841606f52161d336e55f,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,件,对公安机关/监督撤案/件,5,5,number,,12,4,auto_extracted
fact_323d4d1aa42a27a8b107ac5a,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,人,对公安机关/监督撤案/人,5,5,number,,12,5,auto_extracted
fact_11816b3eb0592bea7452c3d9,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,件,对行政执法机关/建议移送案件/件,1,1,number,,12,6,auto_extracted
fact_d0da60f96b2d7457f7f93750,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,人,对行政执法机关/建议移送案件/人,1,1,number,,12,7,auto_extracted
fact_51aed2ac1f49ff339a153c99,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,件,对行政执法机关/已移送案件/件,2,2,number,,12,8,auto_extracted
fact_b15257ffe04f629c141740ea,dataset_0026173c3951db66daf1b873,record_d7c2abf81f6db33454eab0b9,2020,2019,2019,人民检察院,procuratorate,其 他,人,对行政执法机关/已移送案件/人,2,2,number,,12,9,auto_extracted
fact_905287de20564e4f55573d2e,dataset_ae3607222ecba67b21830fac,record_b253128b98c5116a9c890ecd,2020,2019,2019,人民法院,civil_cases,合 计,收案,收案,16108039,16108039,number,件,5,2,auto_extracted
fact_3de9e9f11d567cbf836c4a12,dataset_ae3607222ecba67b21830fac,record_b253128b98c5116a9c890ecd,2020,2019,2019,人民法院,civil_cases,合 计,结 案,结 案,16177373,16177373,number,件,5,3,auto_extracted
fact_d4bc0b677f15a5303769eed0,dataset_ae3607222ecba67b21830fac,record_b253128b98c5116a9c890ecd,2020,2019,2019,人民法院,civil_cases,合 计,未 结,未 结,1446121,1446121,number,件,5,4,auto_extracted
fact_252241345191c15450542aa9,dataset_ae3607222ecba67b21830fac,record_ec456fec2aa4411eceafdada,2020,2019,2019,人民法院,civil_cases,民事一审,收案,收案,13852052,13852052,number,件,6,2,auto_extracted
fact_0814d017d2d6a69097f21819,dataset_ae3607222ecba67b21830fac,record_ec456fec2aa4411eceafdada,2020,2019,2019,人民法院,civil_cases,民事一审,结 案,结 案,13929634,13929634,number,件,6,3,auto_extracted
fact_8729c5b635bb1070f37b87d4,dataset_ae3607222ecba67b21830fac,record_ec456fec2aa4411eceafdada,2020,2019,2019,人民法院,civil_cases,民事一审,未 结,未 结,1287756,1287756,number,件,6,4,auto_extracted
fact_1b6ca87748c9a566326195fe,dataset_ae3607222ecba67b21830fac,record_94522308527a7e5a03e60394,2020,2019,2019,人民法院,civil_cases,民事二审,收案,收案,1367075,1367075,number,件,7,2,auto_extracted
fact_b8f9c8a0006a636941806e07,dataset_ae3607222ecba67b21830fac,record_94522308527a7e5a03e60394,2020,2019,2019,人民法院,civil_cases,民事二审,结 案,结 案,1365148,1365148,number,件,7,3,auto_extracted
fact_1efb385e8cefb7ae442c375d,dataset_ae3607222ecba67b21830fac,record_94522308527a7e5a03e60394,2020,2019,2019,人民法院,civil_cases,民事二审,未 结,未 结,97458,97458,number,件,7,4,auto_extracted
fact_983438cbf17d385d00130179,dataset_ae3607222ecba67b21830fac,record_ada83577cbd75fa42d51cec9,2020,2019,2019,人民法院,civil_cases,民事依职权再审审查,收案,收案,50567,50567,number,件,8,2,auto_extracted
fact_3bbd1af3a1e66cb1eedf915b,dataset_ae3607222ecba67b21830fac,record_ada83577cbd75fa42d51cec9,2020,2019,2019,人民法院,civil_cases,民事依职权再审审查,结 案,结 案,47938,47938,number,件,8,3,auto_extracted
fact_d7021f6b4f31090e20e51200,dataset_ae3607222ecba67b21830fac,record_ada83577cbd75fa42d51cec9,2020,2019,2019,人民法院,civil_cases,民事依职权再审审查,未 结,未 结,3752,3752,number,件,8,4,auto_extracted
fact_b7d9d69750c503812243b68d,dataset_ae3607222ecba67b21830fac,record_3bcbbeec29144b7b0dbbf7d8,2020,2019,2019,人民法院,civil_cases,民事申请再审审查,收案,收案,234504,234504,number,件,9,2,auto_extracted
fact_e93ba9c20725c980fdf1372a,dataset_ae3607222ecba67b21830fac,record_3bcbbeec29144b7b0dbbf7d8,2020,2019,2019,人民法院,civil_cases,民事申请再审审查,结 案,结 案,232550,232550,number,件,9,3,auto_extracted
fact_f17e8af03312ef8f4b89f623,dataset_ae3607222ecba67b21830fac,record_3bcbbeec29144b7b0dbbf7d8,2020,2019,2019,人民法院,civil_cases,民事申请再审审查,未 结,未 结,29151,29151,number,件,9,4,auto_extracted
fact_b6b9cc79455e860824e8083e,dataset_ae3607222ecba67b21830fac,record_048217c8263c1f5ab478a9a2,2020,2019,2019,人民法院,civil_cases,民事抗诉再审审查,收案,收案,5283,5283,number,件,10,2,auto_extracted
fact_0e42d2b2f92d06ef779972c3,dataset_ae3607222ecba67b21830fac,record_048217c8263c1f5ab478a9a2,2020,2019,2019,人民法院,civil_cases,民事抗诉再审审查,结 案,结 案,5290,5290,number,件,10,3,auto_extracted
fact_ded9504ffc679470cab960f5,dataset_ae3607222ecba67b21830fac,record_048217c8263c1f5ab478a9a2,2020,2019,2019,人民法院,civil_cases,民事抗诉再审审查,未 结,未 结,51,51,number,件,10,4,auto_extracted
fact_c2e082976092f5dfd0d2415e,dataset_ae3607222ecba67b21830fac,record_3ca3286c87f95c53da84a299,2020,2019,2019,人民法院,civil_cases,民事再审,收案,收案,76327,76327,number,件,11,2,auto_extracted
fact_2d0b33cf2d15000814394fc2,dataset_ae3607222ecba67b21830fac,record_3ca3286c87f95c53da84a299,2020,2019,2019,人民法院,civil_cases,民事再审,结 案,结 案,74599,74599,number,件,11,3,auto_extracted
fact_b91780081fac19dc3f870b10,dataset_ae3607222ecba67b21830fac,record_3ca3286c87f95c53da84a299,2020,2019,2019,人民法院,civil_cases,民事再审,未 结,未 结,13215,13215,number,件,11,4,auto_extracted
fact_0cf431920387cbda4e6189b4,dataset_ae3607222ecba67b21830fac,record_c776c7d5fcbeb8b688afa2ac,2020,2019,2019,人民法院,civil_cases,第三人撤销之诉,收案,收案,4071,4071,number,件,12,2,auto_extracted
fact_27f6bd045835235eef09456e,dataset_ae3607222ecba67b21830fac,record_c776c7d5fcbeb8b688afa2ac,2020,2019,2019,人民法院,civil_cases,第三人撤销之诉,结 案,结 案,4124,4124,number,件,12,3,auto_extracted
fact_97d43a706d7cf99a61bb9bc0,dataset_ae3607222ecba67b21830fac,record_c776c7d5fcbeb8b688afa2ac,2020,2019,2019,人民法院,civil_cases,第三人撤销之诉,未 结,未 结,994,994,number,件,12,4,auto_extracted
fact_878bfdf2be545e3c11b2c99c,dataset_ae3607222ecba67b21830fac,record_959800e19b0ee6a0091706dc,2020,2019,2019,人民法院,civil_cases,选民资格,收案,收案,47,47,number,件,13,2,auto_extracted
fact_a3555b18f953171a25e5a2be,dataset_ae3607222ecba67b21830fac,record_959800e19b0ee6a0091706dc,2020,2019,2019,人民法院,civil_cases,选民资格,结 案,结 案,50,50,number,件,13,3,auto_extracted
fact_d5cbeb4b3ece9092905ed0e4,dataset_ae3607222ecba67b21830fac,record_959800e19b0ee6a0091706dc,2020,2019,2019,人民法院,civil_cases,选民资格,未 结,未 结,6,6,number,件,13,4,auto_extracted
fact_8928d310d155ac1ebc9c1644,dataset_ae3607222ecba67b21830fac,record_e7cb77d89a068eac27d09afe,2020,2019,2019,人民法院,civil_cases,宣告失踪、宣告死亡,收案,收案,8944,8944,number,件,14,2,auto_extracted
fact_8018993ead456d4698a930f4,dataset_ae3607222ecba67b21830fac,record_e7cb77d89a068eac27d09afe,2020,2019,2019,人民法院,civil_cases,宣告失踪、宣告死亡,结 案,结 案,8973,8973,number,件,14,3,auto_extracted
fact_ac83ec2dce442e13fdc00633,dataset_ae3607222ecba67b21830fac,record_e7cb77d89a068eac27d09afe,2020,2019,2019,人民法院,civil_cases,宣告失踪、宣告死亡,未 结,未 结,4918,4918,number,件,14,4,auto_extracted
fact_555712f3eaf3b2850c80ea75,dataset_ae3607222ecba67b21830fac,record_f66aa8905d413c2563bf1500,2020,2019,2019,人民法院,civil_cases,财产代管人申请变更代管,收案,收案,24,24,number,件,15,2,auto_extracted
fact_31c71123695af11aba133e84,dataset_ae3607222ecba67b21830fac,record_f66aa8905d413c2563bf1500,2020,2019,2019,人民法院,civil_cases,财产代管人申请变更代管,结 案,结 案,24,24,number,件,15,3,auto_extracted
fact_e05b6a9bcfffeba4189f7f0b,dataset_ae3607222ecba67b21830fac,record_f66aa8905d413c2563bf1500,2020,2019,2019,人民法院,civil_cases,财产代管人申请变更代管,未 结,未 结,2,2,number,件,15,4,auto_extracted
fact_309a8c3a066712ef2e49371a,dataset_ae3607222ecba67b21830fac,record_c7dd9968326d8737007f523d,2020,2019,2019,人民法院,civil_cases,行为能力认定,收案,收案,23474,23474,number,件,16,2,auto_extracted
fact_09457220637295a643a575b6,dataset_ae3607222ecba67b21830fac,record_c7dd9968326d8737007f523d,2020,2019,2019,人民法院,civil_cases,行为能力认定,结 案,结 案,23268,23268,number,件,16,3,auto_extracted
fact_9d91aedb703adc0b0f27a783,dataset_ae3607222ecba67b21830fac,record_c7dd9968326d8737007f523d,2020,2019,2019,人民法院,civil_cases,行为能力认定,未 结,未 结,2322,2322,number,件,16,4,auto_extracted
fact_0256d09a04dd7e61cc981e8c,dataset_ae3607222ecba67b21830fac,record_344b6eb9d26173306926411a,2020,2019,2019,人民法院,civil_cases,监护人指定异议,收案,收案,1243,1243,number,件,17,2,auto_extracted
fact_574d410944466c5ba7769c9e,dataset_ae3607222ecba67b21830fac,record_344b6eb9d26173306926411a,2020,2019,2019,人民法院,civil_cases,监护人指定异议,结 案,结 案,1228,1228,number,件,17,3,auto_extracted
fact_295c9f4d3a73a7a435049483,dataset_ae3607222ecba67b21830fac,record_344b6eb9d26173306926411a,2020,2019,2019,人民法院,civil_cases,监护人指定异议,未 结,未 结,59,59,number,件,17,4,auto_extracted
fact_3db9feb9b8ee338fa14ec352,dataset_ae3607222ecba67b21830fac,record_c17d4a4cf955cc4bea7c9cba,2020,2019,2019,人民法院,civil_cases,监护关系变更,收案,收案,3183,3183,number,件,18,2,auto_extracted
fact_1a8c49bfe545b3a532bb1701,dataset_ae3607222ecba67b21830fac,record_c17d4a4cf955cc4bea7c9cba,2020,2019,2019,人民法院,civil_cases,监护关系变更,结 案,结 案,3175,3175,number,件,18,3,auto_extracted
fact_7f40fdd693481045e7dabd71,dataset_ae3607222ecba67b21830fac,record_c17d4a4cf955cc4bea7c9cba,2020,2019,2019,人民法院,civil_cases,监护关系变更,未 结,未 结,167,167,number,件,18,4,auto_extracted
fact_54ea189f73e94ed7c51a348f,dataset_ae3607222ecba67b21830fac,record_3736941988550daaa96b62c9,2020,2019,2019,人民法院,civil_cases,认定财产无主,收案,收案,117,117,number,件,19,2,auto_extracted
fact_d58a712c5bc27ede66ff064c,dataset_ae3607222ecba67b21830fac,record_3736941988550daaa96b62c9,2020,2019,2019,人民法院,civil_cases,认定财产无主,结 案,结 案,83,83,number,件,19,3,auto_extracted
fact_19c6b65e3b7b1662818736df,dataset_ae3607222ecba67b21830fac,record_3736941988550daaa96b62c9,2020,2019,2019,人民法院,civil_cases,认定财产无主,未 结,未 结,91,91,number,件,19,4,auto_extracted
fact_40c312ff43f9259f28d72c5b,dataset_ae3607222ecba67b21830fac,record_8fbf00e3af0e475aa207b20a,2020,2019,2019,人民法院,civil_cases,实现担保物权,收案,收案,4518,4518,number,件,20,2,auto_extracted
fact_dbb856a8dbd5acdf80fd28ed,dataset_ae3607222ecba67b21830fac,record_8fbf00e3af0e475aa207b20a,2020,2019,2019,人民法院,civil_cases,实现担保物权,结 案,结 案,4560,4560,number,件,20,3,auto_extracted
fact_b3c10cdbf1111110564fbeae,dataset_ae3607222ecba67b21830fac,record_8fbf00e3af0e475aa207b20a,2020,2019,2019,人民法院,civil_cases,实现担保物权,未 结,未 结,111,111,number,件,20,4,auto_extracted
fact_acbbaf088efbcd4f621b05d0,dataset_ae3607222ecba67b21830fac,record_3eae2cb6481a8762e51fe371,2020,2019,2019,人民法院,civil_cases,调解协议司法确认,收案,收案,349131,349131,number,件,21,2,auto_extracted
fact_67fb18b2b09e6c740ef77d26,dataset_ae3607222ecba67b21830fac,record_3eae2cb6481a8762e51fe371,2020,2019,2019,人民法院,civil_cases,调解协议司法确认,结 案,结 案,348572,348572,number,件,21,3,auto_extracted
fact_564cd00cb78dea91eb5da9d7,dataset_ae3607222ecba67b21830fac,record_3eae2cb6481a8762e51fe371,2020,2019,2019,人民法院,civil_cases,调解协议司法确认,未 结,未 结,1775,1775,number,件,21,4,auto_extracted
fact_950cf592129c8328b20ddc1d,dataset_ae3607222ecba67b21830fac,record_3f7c5e7b3dca7f004dfca0fd,2020,2019,2019,人民法院,civil_cases,设立海事赔偿责任限制基金,收案,收案,21,21,number,件,22,2,auto_extracted
fact_22b0836a278949ee7858aed8,dataset_ae3607222ecba67b21830fac,record_3f7c5e7b3dca7f004dfca0fd,2020,2019,2019,人民法院,civil_cases,设立海事赔偿责任限制基金,结 案,结 案,19,19,number,件,22,3,auto_extracted
fact_acbf940a2c027ec70f70bda9,dataset_ae3607222ecba67b21830fac,record_3f7c5e7b3dca7f004dfca0fd,2020,2019,2019,人民法院,civil_cases,设立海事赔偿责任限制基金,未 结,未 结,5,5,number,件,22,4,auto_extracted
fact_342ce28451dbe06d61c0c72c,dataset_ae3607222ecba67b21830fac,record_58d3bebc714e9e15b3f4d479,2020,2019,2019,人民法院,civil_cases,海事债权登记与受偿,收案,收案,2408,2408,number,件,23,2,auto_extracted
fact_7cd7aa800be13e828480cf16,dataset_ae3607222ecba67b21830fac,record_58d3bebc714e9e15b3f4d479,2020,2019,2019,人民法院,civil_cases,海事债权登记与受偿,结 案,结 案,2460,2460,number,件,23,3,auto_extracted
fact_3bb7e996a231442b74ad9321,dataset_ae3607222ecba67b21830fac,record_58d3bebc714e9e15b3f4d479,2020,2019,2019,人民法院,civil_cases,海事债权登记与受偿,未 结,未 结,2,2,number,件,23,4,auto_extracted
fact_272388dc1af02e1af0d23173,dataset_ae3607222ecba67b21830fac,record_d7813c50f6988e70873d09ee,2020,2019,2019,人民法院,civil_cases,撤销仲裁裁决,收案,收案,27321,27321,number,件,24,2,auto_extracted
fact_50d508d362c94a8f82b6374a,dataset_ae3607222ecba67b21830fac,record_d7813c50f6988e70873d09ee,2020,2019,2019,人民法院,civil_cases,撤销仲裁裁决,结 案,结 案,27235,27235,number,件,24,3,auto_extracted
fact_66fb886949c4e21e382fd28d,dataset_ae3607222ecba67b21830fac,record_d7813c50f6988e70873d09ee,2020,2019,2019,人民法院,civil_cases,撤销仲裁裁决,未 结,未 结,1549,1549,number,件,24,4,auto_extracted
