record_id,dataset_id,source_row,row_label,row_data,search_text
record_8db98e439105759a3a0d6d5a,dataset_71ec089eef2fd31e32c089b3,5,百分比,"{""事项"":""百分比"",""行政 处罚"":""48.67%"",""政府信 息公开"":""10.16%"",""举报投 诉处理"":""8.92%"",""行政 征收"":""6.12%"",""行政强 制措施"":""5.76%"",""行政 确认"":""5.13%"",""行政不 作为"":""4.03%"",""行政 确权"":""3.01%"",""行政 许可"":""1.81%"",""其他③"":""6.39%"",""合计"":""100%""}",表6 行政复议案件涉及的事项统计表(按数量降序排列)；统计期间：2019-2019；事项：百分比；行政 处罚：48.67%；政府信 息公开：10.16%；举报投 诉处理：8.92%；行政 征收：6.12%；行政强 制措施：5.76%；行政 确认：5.13%；行政不 作为：4.03%；行政 确权：3.01%；行政 许可：1.81%；其他③：6.39%；合计：100%
record_d3e3972ac53b373e8aa056e4,dataset_71ec089eef2fd31e32c089b3,8,"作为、行政确权、行政许可等事项。其中,政府信息公开类案件连续6年成为仅次于行政处罚的案件类型,举","{""事项"":""作为、行政确权、行政许可等事项。其中,政府信息公开类案件连续6年成为仅次于行政处罚的案件类型,举""}","表6 行政复议案件涉及的事项统计表(按数量降序排列)；统计期间：2019-2019；事项：作为、行政确权、行政许可等事项。其中,政府信息公开类案件连续6年成为仅次于行政处罚的案件类型,举"
record_34e33d3883a9bbbb2ac2913d,dataset_71ec089eef2fd31e32c089b3,9,"报投诉处理类案件增长较快,连续4年成为第三大案件类型。","{""事项"":""报投诉处理类案件增长较快,连续4年成为第三大案件类型。""}","表6 行政复议案件涉及的事项统计表(按数量降序排列)；统计期间：2019-2019；事项：报投诉处理类案件增长较快,连续4年成为第三大案件类型。"
record_01a177d49357b891e55512d3,dataset_b764f8b157fec801b1b2fd16,5,合计,"{""案 件 类 别"":""合计"",""适用认罪认罚 审结合计/件"":""756036"",""适用认罪认罚 审结合计/人"":""971038"",""起诉/人"":""865221"",""不起诉/人"":""101281"",""出庭程 序小计/件"":""603757"",""普通 程序/件"":""113128"",""简易 程序/件"":""306468"",""速裁 程序/件"":""184161"",""一审宣告刑合计/件"":""553418"",""一审宣告刑合计/人"":""682708""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：合计；适用认罪认罚 审结合计/件：756036；适用认罪认罚 审结合计/人：971038；起诉/人：865221；不起诉/人：101281；出庭程 序小计/件：603757；普通 程序/件：113128；简易 程序/件：306468；速裁 程序/件：184161；一审宣告刑合计/件：553418；一审宣告刑合计/人：682708
record_7d00ecbb09a4345c68298480,dataset_b764f8b157fec801b1b2fd16,6,危害公共安全案,"{""案 件 类 别"":""危害公共安全案"",""适用认罪认罚 审结合计/件"":""310896"",""适用认罪认罚 审结合计/人"":""311805"",""起诉/人"":""265114"",""不起诉/人"":""46685"",""出庭程 序小计/件"":""245905"",""普通 程序/件"":""23894"",""简易 程序/件"":""106278"",""速裁 程序/件"":""115733"",""一审宣告刑合计/件"":""227578"",""一审宣告刑合计/人"":""229683""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：危害公共安全案；适用认罪认罚 审结合计/件：310896；适用认罪认罚 审结合计/人：311805；起诉/人：265114；不起诉/人：46685；出庭程 序小计/件：245905；普通 程序/件：23894；简易 程序/件：106278；速裁 程序/件：115733；一审宣告刑合计/件：227578；一审宣告刑合计/人：229683
record_c90acb9026ad78d446a8ea17,dataset_b764f8b157fec801b1b2fd16,7,破坏社会主义市场经济秩序案,"{""案 件 类 别"":""破坏社会主义市场经济秩序案"",""适用认罪认罚 审结合计/件"":""32498"",""适用认罪认罚 审结合计/人"":""61401"",""起诉/人"":""54186"",""不起诉/人"":""7208"",""出庭程 序小计/件"":""23100"",""普通 程序/件"":""9821"",""简易 程序/件"":""11609"",""速裁 程序/件"":""1670"",""一审宣告刑合计/件"":""19976"",""一审宣告刑合计/人"":""33659""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：破坏社会主义市场经济秩序案；适用认罪认罚 审结合计/件：32498；适用认罪认罚 审结合计/人：61401；起诉/人：54186；不起诉/人：7208；出庭程 序小计/件：23100；普通 程序/件：9821；简易 程序/件：11609；速裁 程序/件：1670；一审宣告刑合计/件：19976；一审宣告刑合计/人：33659
record_884bcb5dd341945913e6424b,dataset_b764f8b157fec801b1b2fd16,8,侵犯公民人身、民主权利案,"{""案 件 类 别"":""侵犯公民人身、民主权利案"",""适用认罪认罚 审结合计/件"":""73658"",""适用认罪认罚 审结合计/人"":""94123"",""起诉/人"":""81182"",""不起诉/人"":""12362"",""出庭程 序小计/件"":""55022"",""普通 程序/件"":""20150"",""简易 程序/件"":""28750"",""速裁 程序/件"":""6122"",""一审宣告刑合计/件"":""49315"",""一审宣告刑合计/人"":""61698""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：侵犯公民人身、民主权利案；适用认罪认罚 审结合计/件：73658；适用认罪认罚 审结合计/人：94123；起诉/人：81182；不起诉/人：12362；出庭程 序小计/件：55022；普通 程序/件：20150；简易 程序/件：28750；速裁 程序/件：6122；一审宣告刑合计/件：49315；一审宣告刑合计/人：61698
record_407c8fab069d823355e8a57e,dataset_b764f8b157fec801b1b2fd16,9,侵犯财产案,"{""案 件 类 别"":""侵犯财产案"",""适用认罪认罚 审结合计/件"":""177989"",""适用认罪认罚 审结合计/人"":""234864"",""起诉/人"":""215959"",""不起诉/人"":""17017"",""出庭程 序小计/件"":""148027"",""普通 程序/件"":""25373"",""简易 程序/件"":""87802"",""速裁 程序/件"":""34852"",""一审宣告刑合计/件"":""135754"",""一审宣告刑合计/人"":""171188""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：侵犯财产案；适用认罪认罚 审结合计/件：177989；适用认罪认罚 审结合计/人：234864；起诉/人：215959；不起诉/人：17017；出庭程 序小计/件：148027；普通 程序/件：25373；简易 程序/件：87802；速裁 程序/件：34852；一审宣告刑合计/件：135754；一审宣告刑合计/人：171188
record_e87af35c0d994f132b246bdf,dataset_b764f8b157fec801b1b2fd16,10,妨害社会管理秩序案,"{""案 件 类 别"":""妨害社会管理秩序案"",""适用认罪认罚 审结合计/件"":""154885"",""适用认罪认罚 审结合计/人"":""261691"",""起诉/人"":""242026"",""不起诉/人"":""17609"",""出庭程 序小计/件"":""126892"",""普通 程序/件"":""30587"",""简易 程序/件"":""70599"",""速裁 程序/件"":""25706"",""一审宣告刑合计/件"":""116269"",""一审宣告刑合计/人"":""181582""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：妨害社会管理秩序案；适用认罪认罚 审结合计/件：154885；适用认罪认罚 审结合计/人：261691；起诉/人：242026；不起诉/人：17609；出庭程 序小计/件：126892；普通 程序/件：30587；简易 程序/件：70599；速裁 程序/件：25706；一审宣告刑合计/件：116269；一审宣告刑合计/人：181582
record_b9530b50e1bc470ab99bdd6e,dataset_b764f8b157fec801b1b2fd16,11,贪污贿赂案,"{""案 件 类 别"":""贪污贿赂案"",""适用认罪认罚 审结合计/件"":""5231"",""适用认罪认罚 审结合计/人"":""6000"",""起诉/人"":""5714"",""不起诉/人"":""286"",""出庭程 序小计/件"":""4169"",""普通 程序/件"":""2904"",""简易 程序/件"":""1210"",""速裁 程序/件"":""55"",""一审宣告刑合计/件"":""3467"",""一审宣告刑合计/人"":""3984""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：贪污贿赂案；适用认罪认罚 审结合计/件：5231；适用认罪认罚 审结合计/人：6000；起诉/人：5714；不起诉/人：286；出庭程 序小计/件：4169；普通 程序/件：2904；简易 程序/件：1210；速裁 程序/件：55；一审宣告刑合计/件：3467；一审宣告刑合计/人：3984
record_5cf9376ea43b3b24da078c59,dataset_b764f8b157fec801b1b2fd16,12,渎职侵权案,"{""案 件 类 别"":""渎职侵权案"",""适用认罪认罚 审结合计/件"":""700"",""适用认罪认罚 审结合计/人"":""878"",""起诉/人"":""803"",""不起诉/人"":""75"",""出庭程 序小计/件"":""513"",""普通 程序/件"":""352"",""简易 程序/件"":""151"",""速裁 程序/件"":""10"",""一审宣告刑合计/件"":""419"",""一审宣告刑合计/人"":""520""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：渎职侵权案；适用认罪认罚 审结合计/件：700；适用认罪认罚 审结合计/人：878；起诉/人：803；不起诉/人：75；出庭程 序小计/件：513；普通 程序/件：352；简易 程序/件：151；速裁 程序/件：10；一审宣告刑合计/件：419；一审宣告刑合计/人：520
record_4b55a827e41253044168aa51,dataset_b764f8b157fec801b1b2fd16,13,其 他,"{""案 件 类 别"":""其 他"",""适用认罪认罚 审结合计/件"":""179"",""适用认罪认罚 审结合计/人"":""276"",""起诉/人"":""237"",""不起诉/人"":""39"",""出庭程 序小计/件"":""129"",""普通 程序/件"":""47"",""简易 程序/件"":""69"",""速裁 程序/件"":""13"",""一审宣告刑合计/件"":""640"",""一审宣告刑合计/人"":""394""}",表7 2019年人民检察院审查起诉适用认罪认罚从宽案件统计表；统计期间：2019-2019；案 件 类 别：其 他；适用认罪认罚 审结合计/件：179；适用认罪认罚 审结合计/人：276；起诉/人：237；不起诉/人：39；出庭程 序小计/件：129；普通 程序/件：47；简易 程序/件：69；速裁 程序/件：13；一审宣告刑合计/件：640；一审宣告刑合计/人：394
record_177fc1b2599a935248ad4ccb,dataset_17a05a7289f86381a1a81e6a,5,合计,"{""案件类别"":""合计"",""收 案"":""19343"",""结 案"":""16891"",""未 结"":""10777""}",表7 2019年全国法院区际司法协助案件情况统计表；统计期间：2019-2019；案件类别：合计；收 案：19343；结 案：16891；未 结：10777
record_07c128e388d9f02444a53847,dataset_17a05a7289f86381a1a81e6a,6,认可与执行申请审查,"{""案件类别"":""认可与执行申请审查"",""收 案"":""118"",""结 案"":""111"",""未 结"":""71""}",表7 2019年全国法院区际司法协助案件情况统计表；统计期间：2019-2019；案件类别：认可与执行申请审查；收 案：118；结 案：111；未 结：71
record_19570ef4783c98db2a9adc6f,dataset_17a05a7289f86381a1a81e6a,7,送达文书,"{""案件类别"":""送达文书"",""收 案"":""17792"",""结 案"":""15805"",""未 结"":""9245""}",表7 2019年全国法院区际司法协助案件情况统计表；统计期间：2019-2019；案件类别：送达文书；收 案：17792；结 案：15805；未 结：9245
record_2363105be64e959354684e3c,dataset_17a05a7289f86381a1a81e6a,8,调查取证,"{""案件类别"":""调查取证"",""收 案"":""1433"",""结 案"":""975"",""未 结"":""1455""}",表7 2019年全国法院区际司法协助案件情况统计表；统计期间：2019-2019；案件类别：调查取证；收 案：1433；结 案：975；未 结：1455
record_924cdb0d356628b811cc0bfd,dataset_17a05a7289f86381a1a81e6a,9,被判刑人移管,"{""案件类别"":""被判刑人移管""}",表7 2019年全国法院区际司法协助案件情况统计表；统计期间：2019-2019；案件类别：被判刑人移管
record_87569a50b617d5b70a71bc9f,dataset_17a05a7289f86381a1a81e6a,10,罪赃移交,"{""案件类别"":""罪赃移交"",""未 结"":""6""}",表7 2019年全国法院区际司法协助案件情况统计表；统计期间：2019-2019；案件类别：罪赃移交；未 结：6
record_181b725e9be3b42f6e789da1,dataset_0693866b9ae8f52870cc06a7,4,孤儿,"{""指 标"":""孤儿"",""单位"":""万人"",""2019年"":""23.3"",""2018 年"":""30.5"",""比上年增长(%)"":""-23.6""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：孤儿；单位：万人；2019年：23.3；2018 年：30.5；比上年增长(%)：-23.6
record_e78a0ee8dabd2e2680b22e00,dataset_0693866b9ae8f52870cc06a7,5,集中养育孤儿,"{""指 标"":""集中养育孤儿"",""单位"":""万人"",""2019年"":""6.4"",""2018 年"":""7.0"",""比上年增长(%)"":""-7.6""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：集中养育孤儿；单位：万人；2019年：6.4；2018 年：7.0；比上年增长(%)：-7.6
record_eac453e399c76309f701572c,dataset_0693866b9ae8f52870cc06a7,6,社会散居孤儿,"{""指 标"":""社会散居孤儿"",""单位"":""万人"",""2019年"":""16.9"",""2018 年"":""23.5"",""比上年增长(%)"":""-28.3""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：社会散居孤儿；单位：万人；2019年：16.9；2018 年：23.5；比上年增长(%)：-28.3
record_05ed6289ec1bcb5dd96ffcca,dataset_0693866b9ae8f52870cc06a7,7,收养登记,"{""指 标"":""收养登记"",""单位"":""万人"",""2019年"":""1.3"",""2018 年"":""1.6"",""比上年增长(%)"":""-19.8""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：收养登记；单位：万人；2019年：1.3；2018 年：1.6；比上年增长(%)：-19.8
record_6491695b4b34fbf5c156d9ab,dataset_0693866b9ae8f52870cc06a7,8,国内收养,"{""指 标"":""国内收养"",""单位"":""万人"",""2019年"":""1.2"",""2018 年"":""1.5"",""比上年增长(%)"":""-17.2""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：国内收养；单位：万人；2019年：1.2；2018 年：1.5；比上年增长(%)：-17.2
record_3268216da71c75f679b23469,dataset_0693866b9ae8f52870cc06a7,9,国外收养,"{""指 标"":""国外收养"",""单位"":""万人"",""2019年"":""0.1"",""2018 年"":""0.2"",""比上年增长(%)"":""-42.4""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：国外收养；单位：万人；2019年：0.1；2018 年：0.2；比上年增长(%)：-42.4
record_0f34e85551d97863d1b0365a,dataset_0693866b9ae8f52870cc06a7,10,民政服务机构收留抚养的儿童,"{""指 标"":""民政服务机构收留抚养的儿童"",""单位"":""万人"",""2019年"":""8.1"",""2018 年"":""8.2"",""比上年增长(%)"":""-1.0""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：民政服务机构收留抚养的儿童；单位：万人；2019年：8.1；2018 年：8.2；比上年增长(%)：-1.0
record_1112074aa8d441009cae1570,dataset_0693866b9ae8f52870cc06a7,11,#儿童福利机构收留抚养,"{""指 标"":""#儿童福利机构收留抚养"",""单位"":""万人"",""2019年"":""4.8"",""2018 年"":""4.9"",""比上年增长(%)"":""-2.6""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：#儿童福利机构收留抚养；单位：万人；2019年：4.8；2018 年：4.9；比上年增长(%)：-2.6
record_11f0359ff244ea1f062da65a,dataset_0693866b9ae8f52870cc06a7,12,家庭寄养儿童,"{""指 标"":""家庭寄养儿童"",""单位"":""万人"",""2019年"":""1.1"",""2018 年"":""1.1"",""比上年增长(%)"":""2.2""}",表7 儿童福利情况统计表；统计期间：2019-2019；指 标：家庭寄养儿童；单位：万人；2019年：1.1；2018 年：1.1；比上年增长(%)：2.2
record_11c2b26774a2af448c54c847,dataset_eac51688f7e549624994b28c,5,数量,"{""审理 结果"":""数量"",""维持"":""93570"",""驳回"":""18701"",""撤销"":""20071"",""确认 违法"":""6471"",""责令 履行"":""2748"",""变更"":""362"",""终 止/调解(和解)"":""18117"",""终 止/其他"":""20645"",""其他"":""4170"",""总计"":""184855""}",表7 行政复议案件审结情况统计表；统计期间：2019-2019；审理 结果：数量；维持：93570；驳回：18701；撤销：20071；确认 违法：6471；责令 履行：2748；变更：362；终 止/调解(和解)：18117；终 止/其他：20645；其他：4170；总计：184855
record_57326c2f84654899de85bcd5,dataset_eac51688f7e549624994b28c,6,百分比,"{""审理 结果"":""百分比"",""维持"":""50.62%"",""驳回"":""10.12%"",""撤销"":""10.86%"",""确认 违法"":""3.50%"",""责令 履行"":""1.49%"",""变更"":""0.20%"",""终 止/调解(和解)"":""9.80%"",""终 止/其他"":""11.17%"",""其他"":""2.26%"",""总计"":""100%""}",表7 行政复议案件审结情况统计表；统计期间：2019-2019；审理 结果：百分比；维持：50.62%；驳回：10.12%；撤销：10.86%；确认 违法：3.50%；责令 履行：1.49%；变更：0.20%；终 止/调解(和解)：9.80%；终 止/其他：11.17%；其他：2.26%；总计：100%
record_3d6914aced1190a5f5c031c7,dataset_eac51688f7e549624994b28c,9,实率为92.17%。,"{""审理 结果"":""实率为92.17%。""}",表7 行政复议案件审结情况统计表；统计期间：2019-2019；审理 结果：实率为92.17%。
record_4b3ee557cac3ee383de12b82,dataset_d10cf0f462f15189d31bae4f,6,检察发现不当,"{""案 件类 别"":""检察发现不当"",""减刑、假释、暂予监外执行检察/小计/人"":""41725"",""减刑、假释、暂予监外执行检察/减刑/人"":""39592"",""减刑、假释、暂予监外执行检察/假释/人"":""1869"",""减刑、假释、暂予监外执行检察/暂予监 外执行/人"":""264"",""刑事执行 活动检察/件"":""-"",""监外执行和 社区矫正监 管活动检察/人"":""-"",""监管事 故检察/件"":""-"",""强制医疗交 付、执行活 动监督/件"":""-"",""财产执 行检察/件"":""23381""}",表8 2019年人民检察院对刑事执行检察工作情况统计表；统计期间：2019-2019；案 件类 别：检察发现不当；减刑、假释、暂予监外执行检察/小计/人：41725；减刑、假释、暂予监外执行检察/减刑/人：39592；减刑、假释、暂予监外执行检察/假释/人：1869；减刑、假释、暂予监外执行检察/暂予监 外执行/人：264；刑事执行 活动检察/件：-；监外执行和 社区矫正监 管活动检察/人：-；监管事 故检察/件：-；强制医疗交 付、执行活 动监督/件：-；财产执 行检察/件：23381
record_35722ed54650745e9f63b005,dataset_d10cf0f462f15189d31bae4f,7,书面提出纠正违法,"{""案 件类 别"":""书面提出纠正违法"",""减刑、假释、暂予监外执行检察/小计/人"":""40271"",""减刑、假释、暂予监外执行检察/减刑/人"":""38029"",""减刑、假释、暂予监外执行检察/假释/人"":""1900"",""减刑、假释、暂予监外执行检察/暂予监 外执行/人"":""342"",""刑事执行 活动检察/件"":""29135"",""监外执行和 社区矫正监 管活动检察/人"":""40571"",""监管事 故检察/件"":""63"",""强制医疗交 付、执行活 动监督/件"":""368"",""财产执 行检察/件"":""23795""}",表8 2019年人民检察院对刑事执行检察工作情况统计表；统计期间：2019-2019；案 件类 别：书面提出纠正违法；减刑、假释、暂予监外执行检察/小计/人：40271；减刑、假释、暂予监外执行检察/减刑/人：38029；减刑、假释、暂予监外执行检察/假释/人：1900；减刑、假释、暂予监外执行检察/暂予监 外执行/人：342；刑事执行 活动检察/件：29135；监外执行和 社区矫正监 管活动检察/人：40571；监管事 故检察/件：63；强制医疗交 付、执行活 动监督/件：368；财产执 行检察/件：23795
record_38b76ba997aa8718f89fb369,dataset_d10cf0f462f15189d31bae4f,8,已纠正,"{""案 件类 别"":""已纠正"",""减刑、假释、暂予监外执行检察/小计/人"":""38035"",""减刑、假释、暂予监外执行检察/减刑/人"":""35861"",""减刑、假释、暂予监外执行检察/假释/人"":""1844"",""减刑、假释、暂予监外执行检察/暂予监 外执行/人"":""330"",""刑事执行 活动检察/件"":""28847"",""监外执行和 社区矫正监 管活动检察/人"":""39762"",""监管事 故检察/件"":""92"",""强制医疗交 付、执行活 动监督/件"":""366"",""财产执 行检察/件"":""23830""}",表8 2019年人民检察院对刑事执行检察工作情况统计表；统计期间：2019-2019；案 件类 别：已纠正；减刑、假释、暂予监外执行检察/小计/人：38035；减刑、假释、暂予监外执行检察/减刑/人：35861；减刑、假释、暂予监外执行检察/假释/人：1844；减刑、假释、暂予监外执行检察/暂予监 外执行/人：330；刑事执行 活动检察/件：28847；监外执行和 社区矫正监 管活动检察/人：39762；监管事 故检察/件：92；强制医疗交 付、执行活 动监督/件：366；财产执 行检察/件：23830
record_c8332b0d3edab2b72030eb65,dataset_7a84eb7587f427f49110bacc,5,合 计,"{""案件类别"":""合 计"",""收 案"":""9840"",""结 案"":""7579"",""未结"":""8646""}",表8 2019年全国法院国际司法协助案件情况统计表；统计期间：2019-2019；案件类别：合 计；收 案：9840；结 案：7579；未结：8646
record_e599c01794359b0d3d9de3bc,dataset_7a84eb7587f427f49110bacc,6,承认与执行申请审查,"{""案件类别"":""承认与执行申请审查"",""收 案"":""629"",""结 案"":""578"",""未结"":""133""}",表8 2019年全国法院国际司法协助案件情况统计表；统计期间：2019-2019；案件类别：承认与执行申请审查；收 案：629；结 案：578；未结：133
record_0a31d85cdce84843b486a9b6,dataset_7a84eb7587f427f49110bacc,7,送达文书,"{""案件类别"":""送达文书"",""收 案"":""9162"",""结 案"":""6968"",""未结"":""8451""}",表8 2019年全国法院国际司法协助案件情况统计表；统计期间：2019-2019；案件类别：送达文书；收 案：9162；结 案：6968；未结：8451
record_341487dabc4784ae5e383f55,dataset_7a84eb7587f427f49110bacc,8,调查取证,"{""案件类别"":""调查取证"",""收 案"":""49"",""结 案"":""33"",""未结"":""62""}",表8 2019年全国法院国际司法协助案件情况统计表；统计期间：2019-2019；案件类别：调查取证；收 案：49；结 案：33；未结：62
record_35c79067ac314c5cfd5a8150,dataset_7a84eb7587f427f49110bacc,9,被判刑人移管,"{""案件类别"":""被判刑人移管""}",表8 2019年全国法院国际司法协助案件情况统计表；统计期间：2019-2019；案件类别：被判刑人移管
record_6a33021aca89b1b0257eeb98,dataset_7a84eb7587f427f49110bacc,10,引 渡,"{""案件类别"":""引 渡""}",表8 2019年全国法院国际司法协助案件情况统计表；统计期间：2019-2019；案件类别：引 渡
record_1d857264e9b199207b3342f9,dataset_9fb8fcb35e56ad79a1188b4e,4,困难残疾人生活补贴对象,"{""指 标"":""困难残疾人生活补贴对象"",""单位"":""万人"",""2019 年"":""1085.7"",""2018 年"":""1005.8"",""比上年增长(%)"":""7.9""}",表8 残疾人福利情况统计表；统计期间：2019-2019；指 标：困难残疾人生活补贴对象；单位：万人；2019 年：1085.7；2018 年：1005.8；比上年增长(%)：7.9
record_3f601cff5c1607dc2131cfc8,dataset_9fb8fcb35e56ad79a1188b4e,5,重度残疾人护理补贴对象,"{""指 标"":""重度残疾人护理补贴对象"",""单位"":""万人"",""2019 年"":""1368.5"",""2018 年"":""1193.0"",""比上年增长(%)"":""14.7""}",表8 残疾人福利情况统计表；统计期间：2019-2019；指 标：重度残疾人护理补贴对象；单位：万人；2019 年：1368.5；2018 年：1193.0；比上年增长(%)：14.7
record_2914094f31f00e1f8ba48ddf,dataset_73640b89192aa5b6fe3a70d4,4,广东,"{""省份"":""广东"",""数量"":""20071"",""省份__2"":""湖南"",""数量__2"":""8443"",""省份__3"":""天津"",""数量__3"":""4265"",""省份__4"":""甘肃"",""数量__4"":""2199""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：广东；数量：20071；省份__2：湖南；数量__2：8443；省份__3：天津；数量__3：4265；省份__4：甘肃；数量__4：2199
record_7ecd9cb50cbfaead7e908524,dataset_73640b89192aa5b6fe3a70d4,5,山东,"{""省份"":""山东"",""数量"":""17240"",""省份__2"":""重庆"",""数量__2"":""7409"",""省份__3"":""江西"",""数量__3"":""4260"",""省份__4"":""内蒙古"",""数量__4"":""2078""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：山东；数量：17240；省份__2：重庆；数量__2：7409；省份__3：江西；数量__3：4260；省份__4：内蒙古；数量__4：2078
record_864ee19c90f7acecb4fcc2de,dataset_73640b89192aa5b6fe3a70d4,6,河南,"{""省份"":""河南"",""数量"":""15609"",""省份__2"":""广西"",""数量__2"":""7125"",""省份__3"":""上海"",""数量__3"":""4060"",""省份__4"":""吉林"",""数量__4"":""2047""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：河南；数量：15609；省份__2：广西；数量__2：7125；省份__3：上海；数量__3：4060；省份__4：吉林；数量__4：2047
record_1cb7c88154c75b74688151bf,dataset_73640b89192aa5b6fe3a70d4,7,浙江,"{""省份"":""浙江"",""数量"":""15421"",""省份__2"":""安徽"",""数量__2"":""7121"",""省份__3"":""海南"",""数量__3"":""3511"",""省份__4"":""宁夏"",""数量__4"":""1738""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：浙江；数量：15421；省份__2：安徽；数量__2：7121；省份__3：海南；数量__3：3511；省份__4：宁夏；数量__4：1738
record_667cf0bb3739de827ee6b484,dataset_73640b89192aa5b6fe3a70d4,8,江苏,"{""省份"":""江苏"",""数量"":""13663"",""省份__2"":""辽宁"",""数量__2"":""7028"",""省份__3"":""陕西"",""数量__3"":""3476"",""省份__4"":""新疆"",""数量__4"":""682""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：江苏；数量：13663；省份__2：辽宁；数量__2：7028；省份__3：陕西；数量__3：3476；省份__4：新疆；数量__4：682
record_027ad03f0eed83b79be7d091,dataset_73640b89192aa5b6fe3a70d4,9,北京,"{""省份"":""北京"",""数量"":""9906"",""省份__2"":""福建"",""数量__2"":""6958"",""省份__3"":""黑龙江"",""数量__3"":""3222"",""省份__4"":""青海"",""数量__4"":""630""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：北京；数量：9906；省份__2：福建；数量__2：6958；省份__3：黑龙江；数量__3：3222；省份__4：青海；数量__4：630
record_b28a8cb34d0348225714c333,dataset_73640b89192aa5b6fe3a70d4,10,贵州,"{""省份"":""贵州"",""数量"":""9577"",""省份__2"":""湖北"",""数量__2"":""6194"",""省份__3"":""云南"",""数量__3"":""3041"",""省份__4"":""兵团"",""数量__4"":""127""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：贵州；数量：9577；省份__2：湖北；数量__2：6194；省份__3：云南；数量__3：3041；省份__4：兵团；数量__4：127
record_e4d1a59e161ce7033b12fc52,dataset_73640b89192aa5b6fe3a70d4,11,四川,"{""省份"":""四川"",""数量"":""9454"",""省份__2"":""河北"",""数量__2"":""4857"",""省份__3"":""山西"",""数量__3"":""2727"",""省份__4"":""西藏"",""数量__4"":""21""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：四川；数量：9454；省份__2：河北；数量__2：4857；省份__3：山西；数量__3：2727；省份__4：西藏；数量__4：21
record_d9f3198d6616ddfe7f9f3b69,dataset_73640b89192aa5b6fe3a70d4,12,总计,"{""省份"":""总计"",""数量"":""204160""}",表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：总计；数量：204160
record_e930502b2c0cd1c95595d422,dataset_73640b89192aa5b6fe3a70d4,15,"理新收案件223712件。办理的新收案件中,31个省、自治区、直辖市和新疆生产建设兵团办理204160件。","{""省份"":""理新收案件223712件。办理的新收案件中,31个省、自治区、直辖市和新疆生产建设兵团办理204160件。""}","表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)；统计期间：2019-2019；省份：理新收案件223712件。办理的新收案件中,31个省、自治区、直辖市和新疆生产建设兵团办理204160件。"
